City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,95.83,22,63,4.99,broken clouds
343,Bac Lieu,VN,9.285,105.7244,78.19,88,100,6.51,moderate rain
344,Sabzevar,IR,36.2126,57.6819,61.88,25,0,9.22,clear sky
345,Sobolevo,RU,54.4299,31.8996,44.89,97,100,8.52,overcast clouds
346,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,88,56,10.67,broken clouds
347,Istok,XK,42.7808,20.4875,50.86,68,100,2.24,overcast clouds
348,Honningsvag,NO,70.9821,25.9704,44.35,76,100,18.41,overcast clouds
349,Kalmunai,LK,7.4167,81.8167,78.73,80,100,4.72,overcast clouds
350,Sao Gabriel,BR,-30.3364,-54.32,68.88,68,99,11.01,light rain
351,Benguela,AO,-12.5763,13.4055,73.6,78,97,8.66,overcast clouds
352,Carutapera,BR,-1.195,-46.02,80.67,74,12,10.87,few clouds
353,Ahipara,NZ,-35.1667,173.1667,53.11,67,99,19.19,overcast clouds
354,Pochutla,MX,15.7432,-96.4661,88.83,64,46,5.26,scattered clouds
355,Gornyye Klyuchi,RU,45.25,133.5,29.39,73,1,3.36,clear sky
356,Tual,ID,-5.6667,132.75,82.78,76,100,8.16,overcast clouds
357,San Cristobal,VE,7.7669,-72.225,78.98,88,100,1.45,overcast clouds
358,Vitim,RU,59.4511,112.5578,28.11,76,99,6.85,overcast clouds
359,Mogadishu,SO,2.0371,45.3438,77.67,85,81,13.4,broken clouds
360,Atocha,BO,-20.9333,-66.2333,53.69,5,3,31.63,clear sky
361,Hervey Bay,AU,-25.2986,152.8535,63.01,86,40,14.0,scattered clouds
362,Lorengau,PG,-2.0226,147.2712,83.34,71,56,12.73,broken clouds
363,Yuli,NG,9.6989,10.2744,75.0,80,29,1.5,light rain
364,Nabire,ID,-3.3667,135.4833,74.71,93,87,2.98,overcast clouds
365,Vargem Alta,BR,-20.6714,-41.0069,65.61,96,87,3.4,overcast clouds
366,Margate,GB,51.3813,1.3862,55.87,70,7,7.0,clear sky
367,Nelson Bay,AU,-32.7167,152.15,62.01,97,100,8.01,overcast clouds
368,Yambio,SS,4.5721,28.3955,68.4,96,69,2.89,light rain
369,Kingston,JM,17.997,-76.7936,88.75,77,20,13.8,few clouds
370,Yellowknife,CA,62.456,-114.3525,37.92,65,75,15.01,broken clouds
371,Villa Carlos Paz,AR,-31.4241,-64.4978,54.9,48,100,10.0,overcast clouds
372,Arrifes,PT,37.7667,-25.7,69.24,88,75,5.75,broken clouds
373,Mafinga,TZ,-7.25,35.0667,72.09,40,6,6.51,clear sky
374,San Rafael,AR,-34.6177,-68.3301,65.46,30,47,11.39,scattered clouds
375,Keokuk,US,40.3973,-91.3849,74.08,52,75,5.75,broken clouds
376,Riyadh,SA,24.6877,46.7219,78.94,15,0,2.93,clear sky
377,Terre Haute,US,39.4667,-87.4139,79.21,24,0,0.0,clear sky
378,Yulara,AU,-25.2406,130.9889,64.6,31,0,4.5,clear sky
379,Wawa,NG,9.9022,4.4192,76.95,85,100,1.68,overcast clouds
380,Hofn,IS,64.2539,-15.2082,43.27,57,6,12.46,clear sky
381,Cavalcante,BR,-13.7975,-47.4583,83.84,39,66,5.01,broken clouds
382,Waipawa,NZ,-41.4122,175.5153,37.08,86,97,19.35,overcast clouds
383,Suntar,RU,62.1444,117.6319,30.81,82,100,11.56,overcast clouds
384,Sabha,LY,27.0377,14.4283,74.66,37,0,10.45,clear sky
385,Tocache,PE,-8.1842,-76.5125,88.25,51,98,2.86,overcast clouds
386,Little Current,CA,45.9793,-81.9248,64.42,58,96,8.95,overcast clouds
387,Sur,OM,22.5667,59.5289,81.32,60,1,8.14,clear sky
388,Inhambane,MZ,-23.865,35.3833,71.98,90,0,10.4,clear sky
389,Aklavik,CA,68.2191,-135.0107,33.84,91,100,11.45,overcast clouds
390,Port Hardy,CA,50.6996,-127.4199,62.78,77,40,3.44,scattered clouds
391,Boden,SE,65.8252,21.6886,48.2,98,100,5.97,overcast clouds
392,Ixtapa,MX,20.7,-105.2,87.22,66,40,8.05,scattered clouds
393,Kamenka,RU,51.3223,42.7678,48.11,82,89,9.73,overcast clouds
394,San Rafael Del Sur,NI,11.8485,-86.4384,88.77,71,65,3.2,broken clouds
395,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.07,85,9,8.57,clear sky
396,Trinidad,BO,-14.8333,-64.9,91.38,52,40,11.5,scattered clouds
397,Dakar,SN,14.6937,-17.4441,84.33,84,40,13.8,scattered clouds
398,Katghora,IN,22.5,82.55,72.68,97,100,2.24,overcast clouds
399,Aquiraz,BR,-3.9014,-38.3911,82.49,83,4,14.05,clear sky
400,Muravlenko,RU,63.7898,74.523,31.98,83,77,3.42,broken clouds
401,Areia Branca,BR,-4.9561,-37.1369,80.26,76,0,25.48,clear sky
402,Meulaboh,ID,4.1363,96.1285,74.01,93,100,2.89,moderate rain
403,Copiapo,CL,-27.3667,-70.3333,60.49,39,0,8.75,clear sky
404,Port Hedland,AU,-20.3167,118.5667,64.45,94,0,2.3,clear sky
405,Pisco,PE,-13.7,-76.2167,68.05,60,0,11.5,clear sky
406,Coihaique,CL,-45.5752,-72.0662,49.95,62,100,6.91,overcast clouds
407,Sumbe,AO,-11.2061,13.8437,73.78,85,60,9.86,broken clouds
408,Cilegon,ID,-6.0174,106.0538,78.66,81,67,2.98,broken clouds
409,Najran,SA,17.4924,44.1277,81.25,24,82,3.8,broken clouds
410,Panlaitan,PH,12.1191,119.8486,81.79,79,95,2.64,overcast clouds
411,Grootfontein,NA,-19.5667,18.1167,67.57,28,44,3.44,scattered clouds
412,Kemijarvi,FI,66.7131,27.4306,44.42,89,100,12.15,overcast clouds
413,Makakilo City,US,21.3469,-158.0858,82.98,62,40,10.36,scattered clouds
414,Ewa Beach,US,21.3156,-158.0072,84.4,63,40,10.36,scattered clouds
415,Khewra,PK,32.6479,73.0106,77.07,45,0,5.12,clear sky
416,Skibbereen,IE,51.55,-9.2667,56.1,70,0,17.58,clear sky
417,Katherine,AU,-14.4667,132.2667,82.72,69,40,1.14,scattered clouds
418,Aurora,US,39.7294,-104.8319,69.69,47,40,4.61,scattered clouds
419,Wattegama,LK,6.7989,81.4808,74.26,87,100,5.19,overcast clouds
420,Caravelas,BR,-17.7125,-39.2481,75.85,80,86,10.29,overcast clouds
421,Batemans Bay,AU,-35.7167,150.1833,57.09,95,100,12.5,light rain
422,Qiyang,CN,26.5911,111.8474,56.43,75,100,5.48,overcast clouds
423,Antalaha,MG,-14.9003,50.2788,67.59,87,1,6.85,clear sky
424,Krasnyye Tkachi,RU,57.4926,39.7563,46.22,93,100,5.95,overcast clouds
425,Sulangan,PH,11.1373,123.7228,82.92,76,100,7.67,overcast clouds
426,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,93,75,2.24,broken clouds
427,Ikwiriri,TZ,-7.9562,38.9716,69.67,92,8,4.32,clear sky
428,Faya,SA,18.3851,42.4509,71.71,31,40,6.38,scattered clouds
429,Fomboni,KM,-12.28,43.7425,76.05,75,1,4.97,clear sky
430,Roald,NO,62.5833,6.1333,51.94,76,0,19.57,clear sky
431,Kailua,US,21.4022,-157.7394,84.43,71,40,6.91,scattered clouds
432,Stephenville,US,32.2207,-98.2023,89.73,21,0,6.91,clear sky
433,Conde,BR,-7.2597,-34.9075,78.26,78,75,9.22,broken clouds
434,Bowen,AU,-20.0167,148.2333,73.69,77,15,11.56,few clouds
435,Kamaishi,JP,39.2667,141.8833,50.13,67,68,5.66,broken clouds
436,Ngunguru,NZ,-35.6167,174.5,53.04,64,87,17.09,overcast clouds
437,Ryotsu,JP,38.0833,138.4333,56.73,65,100,8.43,overcast clouds
438,Araouane,ML,18.9048,-3.5265,97.16,19,46,4.74,scattered clouds
439,Provideniya,RU,64.3833,-173.3,40.24,96,100,16.69,light rain
440,Garowe,SO,8.4054,48.4845,80.01,59,94,13.71,overcast clouds
441,Palmer,US,42.1584,-72.3287,60.62,84,100,11.5,light intensity drizzle
442,Marzuq,YE,14.4,46.4667,74.17,55,43,1.72,scattered clouds
443,Minsk,BY,53.9,27.5667,51.55,90,100,8.41,overcast clouds
444,Rawson,AR,-43.3002,-65.1023,67.86,27,36,21.54,scattered clouds
445,Bereda,ES,43.2686,-7.5406,62.42,100,100,6.89,overcast clouds
446,Geraldton,AU,-28.7667,114.6,54.01,82,100,4.61,overcast clouds
447,Santa Cruz Verapaz,GT,15.3667,-90.4333,74.16,60,75,4.61,broken clouds
448,Diego De Almagro,CL,-26.3667,-70.05,63.54,23,0,9.55,clear sky
449,Askino,RU,56.0901,56.5783,46.62,67,100,9.8,light rain
450,Banda Aceh,ID,5.5577,95.3222,76.82,87,100,10.63,moderate rain
451,Bonga,ET,7.2833,36.2333,59.11,99,98,1.39,light rain
452,Kargil,IN,34.5667,76.1,43.65,54,0,5.91,clear sky
453,Vila Franca Do Campo,PT,37.7167,-25.4333,71.2,89,97,10.4,light rain
454,Saint-Pierre,RE,-21.3393,55.4781,69.48,73,0,8.05,clear sky
455,Ibra,OM,22.6906,58.5334,77.27,55,2,3.02,clear sky
456,Flin Flon,CA,54.7682,-101.865,39.04,52,40,13.8,scattered clouds
457,Colchester,GB,51.8892,0.9042,56.73,73,1,20.45,clear sky
458,Henties Bay,NA,-22.116,14.2845,54.46,93,8,7.83,clear sky
459,Westfield,US,42.1251,-72.7495,64.38,91,100,11.5,mist
460,Estelle,US,29.8458,-90.1067,86.0,45,75,8.05,broken clouds
461,Plettenberg Bay,ZA,-34.0527,23.3716,55.0,86,99,3.42,overcast clouds
462,Dryden,CA,49.7833,-92.7503,52.09,87,100,3.44,overcast clouds
463,Qaqortoq,GL,60.7167,-46.0333,37.44,85,100,16.15,overcast clouds
464,Tevaitoa,PF,-16.7833,-151.5,77.86,74,34,26.49,scattered clouds
465,Denpasar,ID,-8.65,115.2167,78.46,88,40,2.3,scattered clouds
466,Arteaga,MX,18.4667,-102.4167,74.32,77,37,4.14,scattered clouds
467,Tura,IN,25.5198,90.2201,70.95,97,93,3.09,overcast clouds
468,Praia,CV,14.9215,-23.5087,82.94,78,20,6.91,few clouds
469,Morondava,MG,-20.2833,44.2833,75.51,83,0,5.93,clear sky
470,Kanigoro,ID,-8.13,112.219,73.83,93,100,6.8,overcast clouds
471,Evensk,RU,61.95,159.2333,29.14,80,94,15.01,overcast clouds
472,Dunedin,NZ,-45.8742,170.5036,36.97,91,98,18.39,overcast clouds
473,Barentu,ER,15.1139,37.5928,78.66,30,46,4.72,scattered clouds
474,Hollola,FI,61.05,25.4333,52.5,98,100,9.22,overcast clouds
475,Havelock,US,34.8791,-76.9013,71.94,63,75,11.5,broken clouds
476,Ales,FR,44.1333,4.0833,61.88,94,0,2.24,clear sky
477,Tazovskiy,RU,67.4667,78.7,34.43,76,100,3.76,overcast clouds
478,Kupang,ID,-10.1667,123.5833,78.04,85,100,5.68,overcast clouds
479,Ambon,ID,-3.6954,128.1814,75.34,94,20,4.61,few clouds
480,Lakhnau,IN,26.85,80.9167,75.18,94,100,3.44,light rain
481,Brokopondo,SR,4.75,-55.1667,87.91,58,29,1.99,scattered clouds
482,Chauk,MM,20.8833,94.8167,78.84,82,63,3.2,broken clouds
483,Berzence,HU,46.2091,17.1481,54.59,70,100,5.99,overcast clouds
484,Kaeo,NZ,-35.1,173.7833,54.32,88,67,13.24,broken clouds
485,Ust-Kuyga,RU,70.0167,135.6,21.43,96,100,6.08,snow
486,Chimoio,MZ,-19.1164,33.4833,71.46,94,0,2.82,clear sky
487,Bassila,BJ,9.0081,1.6654,72.48,94,100,4.27,overcast clouds
488,Zaykovo,RU,57.5613,62.7568,46.87,65,100,4.99,overcast clouds
489,Sitka,US,57.0531,-135.33,58.89,88,100,16.11,light rain
490,Oytal,KZ,42.9057,73.2697,51.04,43,0,1.01,clear sky
491,Alanya,TR,36.5438,31.9998,73.53,60,1,4.16,clear sky
492,Hay River,CA,60.8156,-115.7999,48.18,46,20,8.05,smoke
493,Saint George,US,37.1041,-113.5841,87.44,23,0,1.99,clear sky
494,Whitehorse,CA,60.7161,-135.0538,53.02,54,75,26.46,broken clouds
495,Padang,ID,-0.9492,100.3543,76.78,88,100,4.61,overcast clouds
496,Nador,MA,35.174,-2.9287,71.85,94,40,4.61,scattered clouds
497,Grindavik,IS,63.8424,-22.4338,45.07,76,75,5.75,broken clouds
498,Toktogul,KG,41.8708,72.9402,54.82,30,30,3.06,scattered clouds
499,Marovoay,MG,-16.1,46.6333,70.52,79,0,1.61,clear sky
500,Chapais,CA,49.7834,-74.8492,56.98,95,100,7.29,overcast clouds
501,Nihtaur,IN,29.3333,78.3833,70.39,97,36,6.29,scattered clouds
502,Cayenne,GF,4.9333,-52.3333,86.04,66,0,11.5,clear sky
503,Talara,PE,-4.5772,-81.2719,72.36,64,0,17.27,clear sky
504,Sao Felix Do Xingu,BR,-6.6447,-51.995,93.34,25,73,0.51,broken clouds
505,Dingle,PH,10.9995,122.6711,76.62,90,100,5.93,overcast clouds
506,Bled,SI,46.3692,14.1136,57.02,91,100,2.82,overcast clouds
507,Smalininkai,LT,55.0735,22.5793,50.43,81,98,7.0,overcast clouds
508,Kahului,US,20.8947,-156.47,87.82,69,40,18.41,scattered clouds
509,Port Augusta,AU,-32.5,137.7667,60.69,73,0,2.71,clear sky
510,Porbandar,IN,21.6422,69.6093,80.37,72,8,9.37,clear sky
511,Canico,PT,32.6333,-16.85,71.71,79,20,12.66,few clouds
512,Bitburg,DE,49.9667,6.5333,60.53,64,40,9.22,scattered clouds
513,Urumqi,CN,43.801,87.6005,45.55,46,0,4.47,clear sky
514,Tashla,RU,51.7716,52.7427,56.44,26,99,11.25,overcast clouds
515,San Antero,CO,9.3741,-75.7589,81.9,83,100,6.46,overcast clouds
516,Half Moon Bay,US,37.4636,-122.4286,81.05,70,0,4.61,clear sky
517,Ostersund,SE,63.1792,14.6357,54.05,100,100,12.66,overcast clouds
518,Shancheng,CN,34.7953,116.0817,49.46,89,100,3.38,overcast clouds
519,Zhezkazgan,KZ,47.8043,67.7144,46.69,24,0,8.41,clear sky
520,Roma,US,43.2128,-75.4557,70.52,49,0,8.05,clear sky
521,Alamosa,US,37.4695,-105.87,57.18,47,75,11.5,broken clouds
522,Mao,ES,39.8885,4.2658,70.36,78,20,4.61,few clouds
523,Paidha,UG,2.4167,30.9855,60.75,97,98,3.15,light rain
524,Koslan,RU,63.4564,48.8989,43.07,93,100,4.52,overcast clouds
525,Jharsuguda,IN,21.85,84.0333,73.58,94,39,5.55,scattered clouds
526,Moose Factory,CA,51.2585,-80.6094,50.0,93,100,6.91,mist
527,Moindou,NC,-21.6924,165.677,71.33,60,98,4.94,overcast clouds
528,Amapa,BR,1.0,-52.0,88.5,40,80,6.33,broken clouds
529,Tambopata,PE,-12.7333,-69.1833,82.29,74,75,2.3,moderate rain
530,Darnah,LY,32.767,22.6367,72.3,67,6,5.91,clear sky
531,Maues,BR,-3.3836,-57.7186,89.87,47,90,1.81,overcast clouds
532,Rach Gia,VN,10.0167,105.0833,77.54,91,98,7.65,overcast clouds
533,Male,MV,4.1748,73.5089,82.35,83,75,16.11,broken clouds
534,Kinablangan,PH,7.6947,126.5503,78.39,84,100,1.28,overcast clouds
535,Chandbali,IN,20.7833,86.7667,78.82,89,53,6.02,broken clouds
536,Klaksvik,FO,62.2266,-6.589,49.12,73,46,30.27,scattered clouds
537,Candoni,PH,9.817,122.6043,75.4,89,100,3.69,overcast clouds
538,Walvis Bay,NA,-22.9575,14.5053,56.35,82,0,5.75,clear sky
539,Broken Hill,AU,-31.95,141.4333,65.26,51,0,5.46,clear sky
540,Khairpur Nathan Shah,PK,27.0936,67.7337,84.54,35,0,9.04,clear sky
541,Emba,KZ,48.8264,58.1442,49.69,21,97,8.63,overcast clouds
542,Rioblanco,CO,3.5308,-75.6806,71.55,75,75,2.35,broken clouds
543,Mbini,GQ,1.574,9.6134,77.29,89,99,4.56,light rain
544,Kodinsk,RU,58.6881,99.1844,33.17,98,100,4.94,light snow
545,Villacarrillo,ES,38.1156,-3.0848,66.6,53,16,4.38,few clouds
546,Hamilton,US,39.1834,-84.5333,78.53,30,0,1.99,clear sky
547,Impfondo,CG,1.6381,18.0667,74.88,81,72,0.45,broken clouds
548,Loikaw,MM,19.6742,97.2094,65.07,94,11,1.95,few clouds
549,Yar-Sale,RU,66.8333,70.8333,32.76,91,39,9.44,scattered clouds
550,Westport,US,41.1415,-73.3579,61.59,90,100,11.5,moderate rain
551,Anori,BR,-3.7728,-61.6442,91.02,41,96,2.24,overcast clouds
552,Tombouctou,ML,20.0,-3.0,94.73,19,93,5.06,overcast clouds
553,Constantine,DZ,36.365,6.6147,65.61,77,40,4.61,scattered clouds
554,Yahotyn,UA,50.2798,31.7625,48.52,86,100,6.69,overcast clouds
555,Binga,ZW,-17.6203,27.3414,76.62,35,0,1.03,clear sky
556,Spring Valley,US,36.108,-115.245,91.29,18,20,8.05,few clouds
557,Lae,PG,-6.7221,146.9847,77.67,83,99,4.36,overcast clouds
558,Imeni Poliny Osipenko,RU,52.4201,136.4853,27.61,58,7,4.81,clear sky
559,Innisfail,AU,-17.5333,146.0333,75.33,86,88,4.52,overcast clouds
560,Kungurtug,RU,50.5994,97.5228,30.36,44,100,1.52,overcast clouds
561,Port Said,EG,31.2565,32.2841,78.78,73,40,5.75,scattered clouds
562,Moosomin,CA,50.1333,-101.6677,57.63,41,100,17.76,overcast clouds
563,Port Macquarie,AU,-31.4333,152.9167,57.88,90,100,5.79,overcast clouds
564,Vorselaar,BE,51.2029,4.7709,63.05,83,100,3.0,overcast clouds
565,Presidente Epitacio,BR,-21.7633,-52.1156,85.69,47,49,3.13,scattered clouds
566,Kloulklubed,PW,7.0419,134.2556,73.9,74,75,9.22,broken clouds
567,Komatipoort,ZA,-25.4332,31.9548,76.41,46,0,3.56,clear sky
568,Sirohi,IN,24.8833,72.8667,79.34,48,84,3.36,broken clouds
569,Chimbote,PE,-9.0853,-78.5783,64.71,72,8,13.2,clear sky
570,Broome,US,42.2506,-75.833,68.68,54,40,3.44,scattered clouds
571,Turbat,PK,26.0023,63.044,79.72,65,0,2.64,clear sky
572,Chekhov,RU,55.1431,37.4711,44.1,94,100,5.99,overcast clouds
573,Kapuskasing,CA,49.4169,-82.4331,62.69,82,100,10.36,moderate rain
574,Port Blair,IN,11.6667,92.75,80.17,83,100,11.92,overcast clouds
575,Sept-Iles,CA,50.2001,-66.3821,54.12,83,100,4.61,overcast clouds
576,Tonantins,BR,-2.8731,-67.8022,90.0,55,70,2.71,broken clouds
577,Traverse City,US,44.7631,-85.6206,73.51,38,75,9.22,broken clouds
578,Cap-Aux-Meules,CA,47.3821,-61.8597,59.05,82,40,8.05,scattered clouds
579,Tamandare,BR,-8.7597,-35.1047,76.89,85,6,7.96,clear sky
580,Synya,RU,65.3718,58.0387,42.57,88,100,5.08,overcast clouds
581,Novikovo,RU,51.1537,37.8879,44.46,92,40,7.14,scattered clouds
582,Talas,TR,38.6908,35.5538,56.07,62,40,12.66,scattered clouds
583,Kutum,SD,14.2,24.6667,82.56,27,90,9.48,overcast clouds
584,Evinayong,GQ,1.4368,10.5512,68.07,100,100,1.23,moderate rain
585,Vicuna,CL,-30.0319,-70.7081,56.93,59,73,6.08,broken clouds
586,Qui Nhon,VN,13.7667,109.2333,77.16,90,100,6.08,overcast clouds
587,Sinnamary,GF,5.3833,-52.95,80.96,79,4,11.97,clear sky
588,Kundiawa,PG,-6.0167,144.9667,62.85,94,100,2.42,overcast clouds
589,Maxixe,MZ,-23.8597,35.3472,70.95,91,0,9.04,clear sky
590,Misratah,LY,32.3754,15.0925,74.84,60,40,14.5,scattered clouds
591,Dickinson,US,29.4608,-95.0513,89.1,48,20,8.05,few clouds
592,Aksu,CN,41.1231,80.2644,57.58,29,91,3.47,overcast clouds
593,Rovnoye,RU,50.7765,46.0509,53.44,70,52,7.67,broken clouds
594,Sampues,CO,9.1836,-75.3817,81.36,83,100,5.26,overcast clouds
595,Newark,US,40.7357,-74.1724,62.91,90,100,8.05,haze
596,Juneau,US,58.3019,-134.4197,56.1,94,100,5.75,overcast clouds
597,Namatanai,PG,-3.6667,152.4333,81.34,78,98,8.7,overcast clouds
598,Kopavogur,IS,64.1123,-21.913,43.02,75,75,16.11,broken clouds
599,Canela,BR,-29.3656,-50.8156,60.06,76,92,3.38,overcast clouds
600,Orotukan,RU,62.2667,151.7,14.22,96,100,4.83,light snow
601,Camana,PE,-16.6228,-72.7111,62.8,73,77,10.65,broken clouds
602,Biltine,TD,14.5333,20.9167,88.48,23,47,2.71,scattered clouds
603,Porto Empedocle,IT,37.2934,13.5264,69.8,80,39,1.79,scattered clouds
604,Santa Rosa,PH,14.3122,121.1114,80.58,87,100,6.69,overcast clouds
605,Ambilobe,MG,-13.2,49.05,68.25,80,1,3.6,clear sky
606,Wendo,ET,6.6,38.4167,56.5,92,64,4.85,broken clouds
607,Kibre Mengist,ET,5.8833,38.9833,57.88,97,97,2.66,light rain
608,Ankang,CN,32.68,109.0172,47.35,96,100,2.93,overcast clouds
609,Sorong,ID,-0.8833,131.25,79.0,82,22,2.82,few clouds
610,Bengkulu,ID,-3.8004,102.2655,75.96,84,100,3.69,moderate rain
611,Shelburne,CA,44.0787,-80.2041,74.75,43,22,8.99,few clouds
612,Maldonado,UY,-34.6667,-54.9167,70.23,67,65,14.54,broken clouds
613,Dolores,AR,-36.3132,-57.6792,62.98,59,100,9.75,overcast clouds
614,Wolsztyn,PL,52.1155,16.1171,59.92,65,76,9.48,broken clouds
615,Linhares,BR,-19.3911,-40.0722,74.62,82,35,7.4,scattered clouds
616,Vokhma,RU,58.9303,46.7586,43.52,98,94,3.87,overcast clouds
617,Shunyi,CN,40.125,116.6453,37.35,100,0,2.24,clear sky
618,Fare,PF,-16.7,-151.0167,78.17,72,12,26.35,light rain
619,Centralia,US,46.7162,-122.9543,60.85,45,27,6.24,scattered clouds
620,Iroquois Falls,CA,48.7669,-80.6831,64.76,72,61,11.39,broken clouds
621,Yangcun,CN,39.3639,117.0603,46.38,59,95,2.48,overcast clouds
622,Camacha,PT,33.0833,-16.3333,67.42,64,40,11.5,scattered clouds
623,Kaluga,RU,54.5,35.5,41.34,97,91,8.55,overcast clouds
624,Severnyy,RU,50.677,36.5532,46.44,87,75,6.71,broken clouds
625,Mildura,AU,-34.2,142.15,59.07,100,100,10.36,overcast clouds
626,Temiscaming,CA,46.7212,-79.0971,72.91,46,57,5.75,broken clouds
627,Chagoda,RU,59.164,35.3285,42.03,96,96,4.0,overcast clouds
628,Upington,ZA,-28.4478,21.2561,66.58,18,69,2.3,broken clouds
629,Nago,JP,26.5881,127.9761,77.45,83,33,9.53,scattered clouds
630,Yurimaguas,PE,-5.9,-76.0833,95.16,49,20,4.61,few clouds
631,Coahuayana,MX,18.7333,-103.6833,86.34,68,13,5.77,few clouds
632,Saravan,AM,39.7196,45.6483,58.57,41,76,6.6,broken clouds
633,Champerico,GT,14.3,-91.9167,93.74,73,100,4.85,overcast clouds
634,Kiato,GR,38.0167,22.75,66.0,44,0,1.01,clear sky
635,Eyl,SO,7.9803,49.8164,77.5,82,100,16.06,overcast clouds
636,Vilhena,BR,-12.7406,-60.1458,84.42,58,40,11.5,scattered clouds
637,Oranjestad,AW,12.524,-70.027,87.75,75,40,11.5,scattered clouds
638,Caucaia,BR,-3.7361,-38.6531,82.35,75,20,12.66,few clouds
639,Vanimo,PG,-2.6741,141.3028,77.85,90,100,6.04,overcast clouds
640,Lososina,RU,48.9975,140.3106,36.93,53,96,13.58,overcast clouds
641,Jaisalmer,IN,26.9147,70.9181,84.94,28,0,9.37,clear sky
642,Sawakin,SD,19.1059,37.3321,84.67,55,0,6.17,clear sky
643,Oulainen,FI,64.2667,24.8,46.81,98,100,9.69,overcast clouds
644,Kaputa,ZM,-8.4689,29.6619,75.78,38,3,2.39,clear sky
645,Palmar De Varela,CO,10.7406,-74.7544,78.91,83,75,5.75,broken clouds
646,Bucerias,MX,20.75,-105.3333,87.98,66,40,8.05,scattered clouds
647,Diamantino,BR,-14.4086,-56.4461,88.03,46,98,6.44,overcast clouds
648,Gasa,PS,31.5,34.4667,69.87,72,0,5.97,clear sky
649,Nanortalik,GL,60.1432,-45.2371,37.81,87,55,13.73,broken clouds
650,Oschersleben,DE,52.0333,11.25,62.02,66,31,12.75,scattered clouds
651,Paso De Los Toros,UY,-32.8167,-56.5167,66.25,68,54,10.36,light rain
652,Belyy Yar,RU,53.6039,91.3903,39.09,81,0,6.71,clear sky
653,Boa Vista,BR,2.8197,-60.6733,89.58,48,75,5.75,thunderstorm
654,Dongying,CN,37.4564,118.4856,50.0,52,5,2.08,clear sky
655,Chitrakonda,IN,18.1167,82.0833,71.92,95,100,2.82,light rain
656,Yueyang,CN,29.3333,113.0919,50.23,87,100,11.39,overcast clouds
657,Palmas Bellas,PA,9.2319,-80.0867,82.35,83,100,5.57,overcast clouds
658,Deniliquin,AU,-35.5333,144.9667,56.28,90,100,12.1,overcast clouds
659,Basco,PH,20.4487,121.9702,82.65,77,26,17.22,scattered clouds
660,Trairi,BR,-3.2778,-39.2689,78.51,81,44,12.57,scattered clouds
661,East Wenatchee Bench,US,47.4257,-120.2812,87.58,38,100,0.0,haze
662,Clyde River,CA,70.4692,-68.5914,26.83,74,100,21.85,overcast clouds
663,Maracaju,BR,-21.6144,-55.1683,87.62,49,51,6.15,broken clouds
664,Brae,GB,60.3964,-1.353,51.28,81,90,27.34,light rain
665,Chodavaram,IN,17.8333,82.95,78.64,96,100,2.77,overcast clouds
666,Erenhot,CN,43.6475,111.9767,39.99,23,100,6.33,overcast clouds
667,Luis Correia,BR,-2.8792,-41.6669,84.2,74,0,17.27,clear sky
668,Kulunda,RU,52.566,78.9385,46.2,78,97,7.99,overcast clouds
669,Haljala,EE,59.4336,26.2614,53.08,96,100,10.33,overcast clouds
670,Filadelfia,US,39.9523,-75.1638,62.87,86,100,9.22,overcast clouds
671,Pitiquito,MX,30.7,-112.0833,89.8,30,0,4.07,clear sky
672,Isangel,VU,-19.55,169.2667,75.34,69,31,10.67,scattered clouds
673,Platanos,GR,37.6667,21.6167,67.08,69,10,4.29,clear sky
674,Shingu,JP,33.7333,135.9833,64.26,76,100,5.1,overcast clouds
675,Nemuro,JP,43.3236,145.575,50.22,71,100,7.56,overcast clouds
676,Libourne,FR,44.9167,-0.25,61.3,95,0,5.1,clear sky
677,Deputatskiy,RU,69.3,139.9,8.83,93,100,6.11,overcast clouds
678,Keflavik,IS,64.0049,-22.5624,43.23,75,75,9.22,broken clouds
679,Lompoc,US,34.6391,-120.4579,91.78,69,20,5.75,few clouds
680,Mana,GF,5.6592,-53.7767,80.94,78,37,11.56,scattered clouds
681,Itarema,BR,-2.9248,-39.9167,78.51,81,36,17.16,scattered clouds
682,Lac-Megantic,CA,45.5834,-70.8823,61.59,60,11,1.72,few clouds
683,Zabaykalsk,RU,49.6333,117.3167,24.85,59,59,4.92,broken clouds
684,Sisimiut,GL,66.9395,-53.6735,30.27,79,32,6.13,scattered clouds
685,Yanliang,CN,34.6592,109.2292,45.59,84,100,2.93,light rain
686,Killybegs,IE,54.6333,-8.45,53.15,75,54,22.08,broken clouds
687,Zhmerynka,UA,49.037,28.112,49.53,68,100,6.53,overcast clouds
688,Coalinga,US,36.1397,-120.3602,88.05,30,0,3.38,clear sky
689,Arlit,NE,18.7369,7.3853,94.24,14,8,15.86,clear sky
690,Mugur-Aksy,RU,50.35,90.5,29.57,75,65,6.13,broken clouds
691,Tazmalt,DZ,36.3868,4.3989,67.28,75,73,2.21,light rain
